Policy Area,Dataset,Variable,Year,Count,Tract,Tract Number,Neighborhood,GEOID,Location,Row ID,Date
Public Safety,Part I Crimes,Part I Property Crimes,2014,30.218826,"Census Tract 1958.03, Los Angeles County, California",195803,Silver Lake,1400000US06037195803,"(34.0824335, -118.277218)",Part_I_Property_Crimes_2014_1400000US06037195803,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,14.811158,"Census Tract 2292, Los Angeles County, California",229200,South Park,1400000US06037229200,"(33.99828, -118.260835)",Part_I_Violent_Crimes_2015_1400000US06037229200,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2012,1.6605779,"Census Tract 9200.44, Los Angeles County, California",920044,Santa Clarita,1400000US06037920044,"(34.443157, -118.516583)",Part_I_Violent_Crimes_2012_1400000US06037920044,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2013,18.597063,"Census Tract 6003.02, Los Angeles County, California",600302,Westmont,1400000US06037600302,"(33.935471, -118.304648)",Part_I_Violent_Crimes_2013_1400000US06037600302,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,7.6033058,"Census Tract 1272.10, Los Angeles County, California",127210,Van Nuys,1400000US06037127210,"(34.2080785, -118.45744)",Part_I_Violent_Crimes_2016_1400000US06037127210,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2016,2.2765214,"Census Tract 9200.28, Los Angeles County, California",920028,Santa Clarita,1400000US06037920028,"(34.4364445, -118.4883265)",Part_I_Property_Crimes_2016_1400000US06037920028,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2015,11.255116,"Census Tract 1917.10, Los Angeles County, California",191710,Hollywood,1400000US06037191710,"(34.0871295, -118.315709)",Part_I_Property_Crimes_2015_1400000US06037191710,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,4.0228667,"Census Tract 1351.14, Los Angeles County, California",135114,Canoga Park,1400000US06037135114,"(34.1882935, -118.605996)",Part_I_Violent_Crimes_2015_1400000US06037135114,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2013,12.495661,"Census Tract 2039, Los Angeles County, California",203900,Boyle Heights,1400000US06037203900,"(34.0342105, -118.195139)",Part_I_Property_Crimes_2013_1400000US06037203900,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,0.52603894,"Census Tract 1959.02, Los Angeles County, California",195902,Silver Lake,1400000US06037195902,"(34.08661, -118.279689)",Part_I_Violent_Crimes_2016_1400000US06037195902,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,5.7747836,"Census Tract 5330.01, Los Angeles County, California",533001,Florence-Firestone,1400000US06037533001,"(33.980225, -118.2455)",Part_I_Violent_Crimes_2015_1400000US06037533001,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,1.6970725,"Census Tract 5700.01, Los Angeles County, California",570001,Lakewood,1400000US06037570001,"(33.863656, -118.116728)",Part_I_Violent_Crimes_2016_1400000US06037570001,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,9.6357231,"Census Tract 2393.20, Los Angeles County, California",239320,Florence,1400000US06037239320,"(33.978568, -118.2717375)",Part_I_Violent_Crimes_2016_1400000US06037239320,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2015,6.195787,"Census Tract 5541.03, Los Angeles County, California",554103,Bellflower,1400000US06037554103,"(33.899347, -118.1209575)",Part_I_Violent_Crimes_2015_1400000US06037554103,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,37.48148,"Census Tract 5707.01, Los Angeles County, California",570701,Lakewood,1400000US06037570701,"(33.853702, -118.151119)",Part_I_Property_Crimes_2016_1400000US06037570701,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,10.035721,"Census Tract 1331, Los Angeles County, California",133100,Tarzana,1400000US06037133100,"(34.185206, -118.5447525)",Part_I_Property_Crimes_2014_1400000US06037133100,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,25.982462,"Census Tract 5411, Los Angeles County, California",541100,West Compton,1400000US06037541100,"(33.8979975, -118.2603865)",Part_I_Property_Crimes_2013_1400000US06037541100,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2013,50250,"Census Tract 9800.09, Los Angeles County, California",980009,Griffith Park,1400000US06037980009,"(34.136859, -118.3012315)",Part_I_Property_Crimes_2013_1400000US06037980009,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,17.664173,"Census Tract 5551.03, Los Angeles County, California",555103,Lakewood,1400000US06037555103,"(33.842454, -118.0655045)",Part_I_Property_Crimes_2016_1400000US06037555103,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2016,12.784399,"Census Tract 5424.01, Los Angeles County, California",542401,Compton,1400000US06037542401,"(33.892326, -118.2110415)",Part_I_Violent_Crimes_2016_1400000US06037542401,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,14.359915,"Census Tract 2964.01, Los Angeles County, California",296401,San Pedro,1400000US06037296401,"(33.7417575, -118.3143515)",Part_I_Property_Crimes_2014_1400000US06037296401,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2015,3.1289113,"Census Tract 1891.02, Los Angeles County, California",189102,Los Feliz,1400000US06037189102,"(34.113089, -118.2888405)",Part_I_Violent_Crimes_2015_1400000US06037189102,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2013,2.6671748,"Census Tract 9105.04, Los Angeles County, California",910504,Palmdale,1400000US06037910504,"(34.568302, -118.105125)",Part_I_Violent_Crimes_2013_1400000US06037910504,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,6.5913372,"Census Tract 1395.03, Los Angeles County, California",139503,Encino,1400000US06037139503,"(34.1673155, -118.524646)",Part_I_Property_Crimes_2014_1400000US06037139503,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.5075226,"Census Tract 1852.02, Los Angeles County, California",185202,Mount Washington,1400000US06037185202,"(34.0951035, -118.218046)",Part_I_Violent_Crimes_2016_1400000US06037185202,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2014,13.023255,"Census Tract 2715, Los Angeles County, California",271500,Mar Vista,1400000US06037271500,"(34.01663, -118.4375635)",Part_I_Property_Crimes_2014_1400000US06037271500,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2014,,"Census Tract 9800.03, Los Angeles County, California",980003,Northeast Antelope Valley,1400000US06037980003,"(34.7929935, -117.957417)",Part_I_Violent_Crimes_2014_1400000US06037980003,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2012,2.9610829,"Census Tract 1321.02, Los Angeles County, California",132102,Lake Balboa,1400000US06037132102,"(34.20352, -118.4967605)",Part_I_Violent_Crimes_2012_1400000US06037132102,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2014,16.880827,"Census Tract 1114, Los Angeles County, California",111400,Granada Hills,1400000US06037111400,"(34.257483, -118.495412)",Part_I_Property_Crimes_2014_1400000US06037111400,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,17.108038,"Census Tract 1013, Los Angeles County, California",101300,Tujunga,1400000US06037101300,"(34.2455945, -118.271731)",Part_I_Property_Crimes_2014_1400000US06037101300,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2015,5.0355964,"Census Tract 4812.02, Los Angeles County, California",481202,San Gabriel,1400000US06037481202,"(34.097006, -118.0822805)",Part_I_Property_Crimes_2015_1400000US06037481202,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2016,5.8219705,"Census Tract 9108.07, Los Angeles County, California",910807,Santa Clarita,1400000US06037910807,"(34.44052, -118.410871)",Part_I_Property_Crimes_2016_1400000US06037910807,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2016,23.216032,"Census Tract 1132.32, Los Angeles County, California",113232,West Hills,1400000US06037113232,"(34.227417, -118.61402)",Part_I_Property_Crimes_2016_1400000US06037113232,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2013,29.38802,"Census Tract 1810, Los Angeles County, California",181000,Eagle Rock,1400000US06037181000,"(34.1439045, -118.204552)",Part_I_Property_Crimes_2013_1400000US06037181000,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2016,67.245117,"Census Tract 5433.05, Los Angeles County, California",543305,Rancho Dominguez,1400000US06037543305,"(33.8607495, -118.2185895)",Part_I_Property_Crimes_2016_1400000US06037543305,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2012,2.8985507,"Census Tract 9201.10, Los Angeles County, California",920110,Santa Clarita,1400000US06037920110,"(34.446814, -118.5447345)",Part_I_Property_Crimes_2012_1400000US06037920110,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2013,12.306387,"Census Tract 1230.10, Los Angeles County, California",123010,Sun Valley,1400000US06037123010,"(34.202326, -118.374682)",Part_I_Property_Crimes_2013_1400000US06037123010,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.1413276,"Census Tract 1153.01, Los Angeles County, California",115301,Northridge,1400000US06037115301,"(34.240482, -118.545339)",Part_I_Violent_Crimes_2016_1400000US06037115301,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2016,10.945832,"Census Tract 9200.40, Los Angeles County, California",920040,Castaic Canyons,1400000US06037920040,"(34.4376675, -118.4294815)",Part_I_Property_Crimes_2016_1400000US06037920040,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,4.192872,"Census Tract 4085.01, Los Angeles County, California",408501,Hacienda Heights,1400000US06037408501,"(34.011155, -117.9683905)",Part_I_Violent_Crimes_2014_1400000US06037408501,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0,"Census Tract 4600, Los Angeles County, California",460000,Pasadena,1400000US06037460000,"(34.1774565, -118.0830185)",Part_I_Violent_Crimes_2013_1400000US06037460000,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,23.347702,"Census Tract 2114.10, Los Angeles County, California",211410,Koreatown,1400000US06037211410,"(34.0726125, -118.307315)",Part_I_Property_Crimes_2014_1400000US06037211410,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2014,6.6960354,"Census Tract 9006.09, Los Angeles County, California",900609,Lancaster,1400000US06037900609,"(34.7041855, -118.099231)",Part_I_Violent_Crimes_2014_1400000US06037900609,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2013,2.3041475,"Census Tract 2712, Los Angeles County, California",271200,Sawtelle,1400000US06037271200,"(34.031579, -118.4431825)",Part_I_Violent_Crimes_2013_1400000US06037271200,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0.89445436,"Census Tract 1373.01, Los Angeles County, California",137301,Woodland Hills,1400000US06037137301,"(34.1767335, -118.6309385)",Part_I_Violent_Crimes_2014_1400000US06037137301,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2014,20.018709,"Census Tract 2912.10, Los Angeles County, California",291210,Harbor Gateway,1400000US06037291210,"(33.8892885, -118.287175)",Part_I_Property_Crimes_2014_1400000US06037291210,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,14.86014,"Census Tract 2722.01, Los Angeles County, California",272201,Mar Vista,1400000US06037272201,"(34.000385, -118.434124)",Part_I_Property_Crimes_2013_1400000US06037272201,01/01/2013
Public Safety,Part I Crimes,Part I Violent Crimes,2015,1.7574693,"Census Tract 1373.01, Los Angeles County, California",137301,Woodland Hills,1400000US06037137301,"(34.1767335, -118.6309385)",Part_I_Violent_Crimes_2015_1400000US06037137301,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,2.552881,"Census Tract 2112.01, Los Angeles County, California",211201,Koreatown,1400000US06037211201,"(34.074518, -118.298475)",Part_I_Violent_Crimes_2016_1400000US06037211201,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,9.090909,"Census Tract 2322, Los Angeles County, California",232200,Vermont Square,1400000US06037232200,"(34.0016535, -118.2980375)",Part_I_Violent_Crimes_2014_1400000US06037232200,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2013,0.84709871,"Census Tract 2933.06, Los Angeles County, California",293306,Harbor City,1400000US06037293306,"(33.7829565, -118.303708)",Part_I_Violent_Crimes_2013_1400000US06037293306,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2014,11.764706,"Census Tract 9301.01, Los Angeles County, California",930101,Angeles Crest,1400000US06037930101,"(34.2419535, -118.119012)",Part_I_Property_Crimes_2014_1400000US06037930101,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2014,1.3814881,"Census Tract 5037.02, Los Angeles County, California",503702,East La Mirada,1400000US06037503702,"(33.9235475, -117.985447)",Part_I_Violent_Crimes_2014_1400000US06037503702,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2013,32.120312,"Census Tract 2111.20, Los Angeles County, California",211120,Westlake,1400000US06037211120,"(34.0652025, -118.286978)",Part_I_Property_Crimes_2013_1400000US06037211120,01/01/2013
Public Safety,Part I Crimes,Part I Property Crimes,2015,56.909184,"Census Tract 1287.02, Los Angeles County, California",128702,Sherman Oaks,1400000US06037128702,"(34.1600075, -118.439966)",Part_I_Property_Crimes_2015_1400000US06037128702,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2016,10.197258,"Census Tract 5413, Los Angeles County, California",541300,Compton,1400000US06037541300,"(33.911067, -118.243046)",Part_I_Violent_Crimes_2016_1400000US06037541300,01/01/2016
Public Safety,Part I Crimes,Part I Violent Crimes,2014,6.4298344,"Census Tract 5412, Los Angeles County, California",541200,Compton,1400000US06037541200,"(33.909725, -118.2537435)",Part_I_Violent_Crimes_2014_1400000US06037541200,01/01/2014
Public Safety,Part I Crimes,Part I Violent Crimes,2014,4.1062803,"Census Tract 1924.20, Los Angeles County, California",192420,Larchmont,1400000US06037192420,"(34.07987, -118.311338)",Part_I_Violent_Crimes_2014_1400000US06037192420,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,14.469817,"Census Tract 5546, Los Angeles County, California",554600,Norwalk,1400000US06037554600,"(33.8830775, -118.0889585)",Part_I_Property_Crimes_2012_1400000US06037554600,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2014,0.67873305,"Census Tract 4300.03, Los Angeles County, California",430003,Monrovia,1400000US06037430003,"(34.1682255, -117.942383)",Part_I_Violent_Crimes_2014_1400000US06037430003,01/01/2014
Public Safety,Part I Crimes,Part I Property Crimes,2012,32.173149,"Census Tract 2113.20, Los Angeles County, California",211320,Koreatown,1400000US06037211320,"(34.0708825, -118.294158)",Part_I_Property_Crimes_2012_1400000US06037211320,01/01/2012
Public Safety,Part I Crimes,Part I Violent Crimes,2012,0.32776138,"Census Tract 1398.01, Los Angeles County, California",139801,Tarzana,1400000US06037139801,"(34.153124, -118.5451245)",Part_I_Violent_Crimes_2012_1400000US06037139801,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2015,6.060606,"Census Tract 1221.20, Los Angeles County, California",122120,Sun Valley,1400000US06037122120,"(34.21116, -118.371144)",Part_I_Property_Crimes_2015_1400000US06037122120,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2012,19.612774,"Census Tract 1131.01, Los Angeles County, California",113101,Chatsworth,1400000US06037113101,"(34.265338, -118.5882575)",Part_I_Property_Crimes_2012_1400000US06037113101,01/01/2012
Public Safety,Part I Crimes,Part I Property Crimes,2016,38.041103,"Census Tract 9104.03, Los Angeles County, California",910403,Palmdale,1400000US06037910403,"(34.5765425, -118.1249295)",Part_I_Property_Crimes_2016_1400000US06037910403,01/01/2016
Public Safety,Part I Crimes,Part I Property Crimes,2015,10.458389,"Census Tract 2199.01, Los Angeles County, California",219901,West Adams,1400000US06037219901,"(34.0297025, -118.3604535)",Part_I_Property_Crimes_2015_1400000US06037219901,01/01/2015
Public Safety,Part I Crimes,Part I Violent Crimes,2015,6.1953931,"Census Tract 5349, Los Angeles County, California",534900,Florence-Firestone,1400000US06037534900,"(33.9699765, -118.236756)",Part_I_Violent_Crimes_2015_1400000US06037534900,01/01/2015
Public Safety,Part I Crimes,Part I Property Crimes,2015,31.488979,"Census Tract 1957.20, Los Angeles County, California",195720,Echo Park,1400000US06037195720,"(34.0738655, -118.2637)",Part_I_Property_Crimes_2015_1400000US06037195720,01/01/2015
